geometry.coordinates,date_tm-value,stn_nam-value,air_temp,air_temp-qa,dwpt_temp,rel_hum,rel_hum-qa,avg_wnd_spd_10m_pst10mts,avg_wnd_spd_10m_pst1hr,rnfl_amt_pst1mt,rnfl_amt_pst1mt-qa,rnfl_amt_pst1hr,rnfl_amt_pst1hr-qa,dwpt_temp-qa,avg_vis_pst10mts,vis,vis-qa
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:23:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.8,8.5,,,,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:23:00.000Z,POINT ATKINSON,3.0,100.0,2.1,94.0,100.0,1.2,4.2,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:23:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,5.9,6.3,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:24:00.000Z,PITT MEADOWS CS,3.2,100.0,3.0,98.0,100.0,6.7,3.3,0.0,100.0,0.2,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:24:00.000Z,WEST VANCOUVER AUT,2.3,100.0,2.2,99.0,100.0,0.5,0.3,0.0,100.0,0.4,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:24:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.7,8.5,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:24:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,5.7,6.3,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:24:00.000Z,DELTA BURNS BOG,2.7,100.0,2.7,100.0,100.0,2.8,1.5,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:24:00.000Z,POINT ATKINSON,3.0,100.0,2.1,94.0,100.0,1.1,4.0,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:25:00.000Z,WEST VANCOUVER AUT,2.3,100.0,2.2,99.0,100.0,0.4,0.3,0.2,100.0,0.6,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:25:00.000Z,POINT ATKINSON,3.0,100.0,2.1,94.0,100.0,1.3,3.9,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:25:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,5.8,6.3,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:25:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.2,8.4,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:25:00.000Z,DELTA BURNS BOG,2.8,100.0,2.7,100.0,100.0,2.4,1.5,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:25:00.000Z,PITT MEADOWS CS,3.2,100.0,3.0,98.0,100.0,6.8,3.5,0.0,100.0,0.2,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:26:00.000Z,POINT ATKINSON,3.0,100.0,2.1,94.0,100.0,1.4,3.8,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:26:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.1,8.4,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:26:00.000Z,PITT MEADOWS CS,3.3,100.0,3.0,98.0,100.0,7.3,3.6,0.0,100.0,0.2,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:26:00.000Z,WEST VANCOUVER AUT,2.4,100.0,2.2,99.0,100.0,0.4,0.3,0.0,100.0,0.6,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:26:00.000Z,DELTA BURNS BOG,2.8,100.0,2.7,100.0,100.0,2.2,1.4,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:26:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,6.0,6.3,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:27:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.1,8.4,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:27:00.000Z,DELTA BURNS BOG,2.8,100.0,2.8,100.0,100.0,2.0,1.4,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:27:00.000Z,PITT MEADOWS CS,3.2,100.0,2.9,98.0,100.0,8.1,3.8,0.0,100.0,0.2,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:27:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,6.1,6.3,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:27:00.000Z,WEST VANCOUVER AUT,2.3,100.0,2.2,99.0,100.0,0.4,0.3,0.0,100.0,0.6,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:27:00.000Z,POINT ATKINSON,3.0,100.0,2.1,94.0,100.0,1.6,3.6,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:28:00.000Z,WEST VANCOUVER AUT,2.3,100.0,2.2,99.0,100.0,0.4,0.3,0.0,100.0,0.6,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:28:00.000Z,DELTA BURNS BOG,2.8,100.0,2.8,100.0,100.0,1.8,1.5,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:28:00.000Z,POINT ATKINSON,3.0,100.0,2.1,94.0,100.0,1.7,3.5,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:28:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,6.6,6.4,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:28:00.000Z,PITT MEADOWS CS,3.2,100.0,2.9,98.0,100.0,9.3,4.0,0.0,100.0,0.2,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:28:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.0,8.4,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:29:00.000Z,WEST VANCOUVER AUT,2.3,100.0,2.2,99.0,100.0,0.3,0.3,0.0,100.0,0.6,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:29:00.000Z,POINT ATKINSON,3.0,100.0,2.1,94.0,100.0,1.9,3.4,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:29:00.000Z,DELTA BURNS BOG,2.8,100.0,2.7,100.0,100.0,1.6,1.5,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:29:00.000Z,PITT MEADOWS CS,3.1,100.0,2.8,98.0,100.0,9.0,4.1,0.0,100.0,0.2,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:29:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.0,8.4,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:29:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,6.9,6.5,0.0,100.0,0.0,,,,,
"[-123.184, 49.1947, 4.0]",2025-12-26T03:29:00.000Z,Vancouver International,3.3,100.0,3.0,98.0,100.0,,,,,,,100.0,,24.14,100.0
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:30:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,7.3,6.5,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:30:00.000Z,POINT ATKINSON,3.0,100.0,2.1,94.0,100.0,1.8,3.2,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:30:00.000Z,WEST VANCOUVER AUT,2.3,100.0,2.2,99.0,100.0,0.3,0.3,0.0,100.0,0.6,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:30:00.000Z,PITT MEADOWS CS,3.2,100.0,2.9,98.0,100.0,8.7,4.2,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:30:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.3,8.4,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:30:00.000Z,DELTA BURNS BOG,2.8,100.0,2.7,100.0,100.0,1.4,1.5,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:31:00.000Z,WEST VANCOUVER AUT,2.4,100.0,2.3,99.0,100.0,0.2,0.3,0.0,100.0,0.6,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:31:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.2,8.4,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:31:00.000Z,PITT MEADOWS CS,3.3,100.0,3.0,98.0,100.0,9.1,4.4,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:31:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,7.5,6.5,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:31:00.000Z,DELTA BURNS BOG,2.8,100.0,2.7,100.0,100.0,1.2,1.4,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:31:00.000Z,POINT ATKINSON,3.0,100.0,2.0,94.0,100.0,1.9,3.1,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:32:00.000Z,DELTA BURNS BOG,2.7,100.0,2.7,100.0,100.0,1.1,1.5,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:32:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.3,8.4,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:32:00.000Z,WEST VANCOUVER AUT,2.4,100.0,2.3,99.0,100.0,0.1,0.3,0.0,100.0,0.6,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:32:00.000Z,POINT ATKINSON,3.0,100.0,2.0,94.0,100.0,2.1,3.0,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:32:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,7.5,6.5,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:32:00.000Z,PITT MEADOWS CS,3.3,100.0,3.0,98.0,100.0,9.9,4.6,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:33:00.000Z,POINT ATKINSON,3.0,100.0,2.1,94.0,100.0,2.3,2.9,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:33:00.000Z,DELTA BURNS BOG,2.8,100.0,2.7,100.0,100.0,1.4,1.5,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:33:00.000Z,PITT MEADOWS CS,3.4,100.0,3.0,98.0,100.0,11.2,4.9,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:33:00.000Z,WEST VANCOUVER AUT,2.4,100.0,2.3,99.0,100.0,0.0,0.3,0.0,100.0,0.6,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:33:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,8.1,6.6,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:33:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.5,8.4,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:34:00.000Z,DELTA BURNS BOG,2.8,100.0,2.8,100.0,100.0,1.7,1.5,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:34:00.000Z,WEST VANCOUVER AUT,2.5,100.0,2.4,99.0,100.0,0.0,0.3,0.0,100.0,0.6,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:34:00.000Z,PITT MEADOWS CS,3.4,100.0,3.1,98.0,100.0,12.8,5.2,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:34:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,8.1,6.5,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:34:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.4,8.4,,,,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:34:00.000Z,POINT ATKINSON,3.0,100.0,2.1,94.0,100.0,2.4,2.8,,,,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:35:00.000Z,POINT ATKINSON,3.0,100.0,2.1,94.0,100.0,2.5,2.7,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:35:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.7,8.4,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:35:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,8.3,6.6,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:35:00.000Z,DELTA BURNS BOG,2.8,100.0,2.8,100.0,100.0,2.0,1.6,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:35:00.000Z,WEST VANCOUVER AUT,2.5,100.0,2.3,99.0,100.0,0.0,0.3,0.0,100.0,0.6,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:35:00.000Z,PITT MEADOWS CS,3.4,100.0,3.0,97.0,100.0,13.3,5.4,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:36:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.7,8.4,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:36:00.000Z,PITT MEADOWS CS,3.4,100.0,3.0,97.0,100.0,13.8,5.6,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:36:00.000Z,WEST VANCOUVER AUT,2.4,100.0,2.3,99.0,100.0,0.0,0.3,0.0,100.0,0.6,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:36:00.000Z,POINT ATKINSON,3.0,100.0,2.1,94.0,100.0,2.4,2.5,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:36:00.000Z,DELTA BURNS BOG,2.8,100.0,2.8,100.0,100.0,2.2,1.6,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:36:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,8.2,6.6,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:37:00.000Z,PITT MEADOWS CS,3.4,100.0,3.0,97.0,100.0,13.8,5.8,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:37:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,9.0,8.4,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:37:00.000Z,WEST VANCOUVER AUT,2.4,100.0,2.3,99.0,100.0,0.0,0.3,0.0,100.0,0.6,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:37:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,8.2,6.6,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:37:00.000Z,POINT ATKINSON,3.0,100.0,2.1,94.0,100.0,2.4,2.4,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:37:00.000Z,DELTA BURNS BOG,2.8,100.0,2.8,100.0,100.0,2.2,1.6,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:38:00.000Z,PITT MEADOWS CS,3.5,100.0,3.1,97.0,100.0,13.6,6.0,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:38:00.000Z,POINT ATKINSON,3.0,100.0,2.1,94.0,100.0,2.5,2.4,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:38:00.000Z,DELTA BURNS BOG,2.8,100.0,2.8,100.0,100.0,2.3,1.6,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:38:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,9.2,8.5,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:38:00.000Z,WEST VANCOUVER AUT,2.5,100.0,2.3,99.0,100.0,0.0,0.3,0.0,100.0,0.6,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:38:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,7.5,6.6,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:39:00.000Z,DELTA BURNS BOG,2.8,100.0,2.8,100.0,100.0,2.4,1.6,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:39:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,6.8,6.5,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:39:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,9.8,8.6,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:39:00.000Z,PITT MEADOWS CS,3.5,100.0,3.0,97.0,100.0,14.2,6.1,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:39:00.000Z,WEST VANCOUVER AUT,2.4,100.0,2.3,99.0,100.0,0.0,0.3,0.0,100.0,0.6,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:39:00.000Z,POINT ATKINSON,3.0,100.0,2.1,94.0,100.0,2.8,2.4,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:40:00.000Z,DELTA BURNS BOG,2.8,100.0,2.8,100.0,100.0,2.5,1.6,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:40:00.000Z,WEST VANCOUVER AUT,2.4,100.0,2.3,99.0,100.0,0.0,0.3,0.0,100.0,0.6,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:40:00.000Z,PITT MEADOWS CS,3.4,100.0,3.0,97.0,100.0,14.6,6.3,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:40:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,10.2,8.7,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:40:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,6.4,6.4,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:40:00.000Z,POINT ATKINSON,3.0,100.0,2.1,94.0,100.0,3.0,2.4,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:41:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,10.6,8.8,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:41:00.000Z,WEST VANCOUVER AUT,2.4,100.0,2.3,99.0,100.0,0.0,0.3,0.0,100.0,0.6,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:41:00.000Z,POINT ATKINSON,3.1,100.0,2.1,94.0,100.0,3.0,2.3,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:41:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,6.5,6.5,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:41:00.000Z,PITT MEADOWS CS,3.4,100.0,2.9,97.0,100.0,14.3,6.5,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:41:00.000Z,DELTA BURNS BOG,2.8,100.0,2.8,100.0,100.0,2.6,1.6,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:42:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,6.8,6.4,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:42:00.000Z,POINT ATKINSON,3.0,100.0,2.1,94.0,100.0,2.9,2.3,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:42:00.000Z,PITT MEADOWS CS,3.4,100.0,2.9,97.0,100.0,13.1,6.6,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:42:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,10.9,8.8,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:42:00.000Z,DELTA BURNS BOG,2.8,100.0,2.8,100.0,100.0,2.6,1.6,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:42:00.000Z,WEST VANCOUVER AUT,2.4,100.0,2.3,99.0,100.0,0.0,0.3,0.0,100.0,0.6,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:43:00.000Z,PITT MEADOWS CS,3.4,100.0,2.9,97.0,100.0,11.2,6.6,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:43:00.000Z,POINT ATKINSON,3.1,100.0,2.1,93.0,100.0,2.9,2.3,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:43:00.000Z,DELTA BURNS BOG,2.8,100.0,2.8,100.0,100.0,2.6,1.7,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:43:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,6.4,6.4,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:43:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,11.2,8.9,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:43:00.000Z,WEST VANCOUVER AUT,2.4,100.0,2.3,99.0,100.0,0.0,0.3,0.0,100.0,0.6,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:44:00.000Z,DELTA BURNS BOG,2.8,100.0,2.8,100.0,100.0,2.5,1.7,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:44:00.000Z,WEST VANCOUVER AUT,2.5,100.0,2.4,99.0,100.0,0.2,0.3,0.0,100.0,0.4,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:44:00.000Z,POINT ATKINSON,3.1,100.0,2.1,94.0,100.0,3.0,2.3,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:44:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,11.4,9.0,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:44:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,6.3,6.4,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:44:00.000Z,PITT MEADOWS CS,3.4,100.0,2.9,97.0,100.0,9.9,6.6,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:45:00.000Z,PITT MEADOWS CS,3.4,100.0,3.0,97.0,100.0,8.7,6.7,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:45:00.000Z,WEST VANCOUVER AUT,2.5,100.0,2.4,99.0,100.0,0.2,0.3,0.0,100.0,0.4,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:45:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,5.8,6.4,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:45:00.000Z,POINT ATKINSON,3.1,100.0,2.1,93.0,100.0,3.0,2.3,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:45:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,11.5,9.0,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:45:00.000Z,DELTA BURNS BOG,2.8,100.0,2.8,100.0,100.0,2.3,1.7,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:46:00.000Z,POINT ATKINSON,3.1,100.0,2.1,93.0,100.0,3.2,2.3,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:46:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,11.6,9.1,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:46:00.000Z,WEST VANCOUVER AUT,2.5,100.0,2.4,99.0,100.0,0.4,0.3,0.0,100.0,0.4,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:46:00.000Z,PITT MEADOWS CS,3.5,100.0,3.0,97.0,100.0,7.3,6.7,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:46:00.000Z,DELTA BURNS BOG,2.8,100.0,2.8,100.0,100.0,2.1,1.8,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:46:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,6.1,6.5,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:47:00.000Z,DELTA BURNS BOG,2.8,100.0,2.8,100.0,100.0,2.0,1.8,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:47:00.000Z,PITT MEADOWS CS,3.5,100.0,3.0,97.0,100.0,6.4,6.8,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:47:00.000Z,POINT ATKINSON,3.1,100.0,2.1,93.0,100.0,3.1,2.3,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:47:00.000Z,WEST VANCOUVER AUT,2.5,100.0,2.4,99.0,100.0,0.5,0.3,0.0,100.0,0.4,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:47:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,11.5,9.1,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:47:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,6.2,6.5,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:48:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,6.4,6.5,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:48:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,11.4,9.1,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:48:00.000Z,WEST VANCOUVER AUT,2.5,100.0,2.4,99.0,100.0,0.7,0.3,0.0,100.0,0.4,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:48:00.000Z,DELTA BURNS BOG,2.8,100.0,2.8,100.0,100.0,1.8,1.8,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:48:00.000Z,POINT ATKINSON,3.1,100.0,2.1,93.0,100.0,2.7,2.2,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:48:00.000Z,PITT MEADOWS CS,3.6,100.0,3.1,97.0,100.0,5.9,6.8,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:49:00.000Z,WEST VANCOUVER AUT,2.6,100.0,2.5,99.0,100.0,0.9,0.4,0.0,100.0,0.4,,,,,
